FID,VIN,Address,Date,DateD,DateH,Lat,Long,t2,t2D,t2H,VIN1,Address1,Date1,Date1D,Date1H,Lat1,Long1,t21,t21D,t21H
1826,CAPB900,"3 Berkeley St, Toronto, ON M5A 4J5",10/17/2017 16:38,17,16,43.65032,-79.36312,10/17/2017 17:38,17,17,CAPB900,Green P-25 Dundas St E(no double parking),10/17/2017 18:03,17,18,43.656,-79.37993,10/17/2017 19:14,17,19
1827,CAPB900,Green P-25 Dundas St E(no double parking),10/17/2017 18:03,17,18,43.656,-79.37993,10/17/2017 19:14,17,19,CAPB900,"11 Rose Ave, Toronto, ON M4X 1N6",10/17/2017 19:29,17,19,43.66595,-79.37012,10/17/2017 23:57,17,23
1828,CBBV901,"244 Fulton Ave, East York, ON M4K 1Y7",10/17/2017 0:15,17,0,43.68386,-79.34797,10/17/2017 8:30,17,8,CBBV901,"832-834 Carlaw Ave, Toronto, ON M4K 3L2",10/17/2017 8:50,17,8,43.67992,-79.3479,10/17/2017 9:20,17,9
1829,CBBV901,"832-834 Carlaw Ave, Toronto, ON M4K 3L2",10/17/2017 8:50,17,8,43.67992,-79.3479,10/17/2017 9:20,17,9,CBBV901,"Impark-65 Navy Wharf(underground garage, 5 spaces)",10/17/2017 9:58,17,9,43.64111,-79.39161,10/17/2017 23:57,17,23
1830,CBBV902,Four Points by Sheraton-American Drive ($7.50 fee),10/17/2017 0:25,17,0,43.69046,-79.62055,10/17/2017 14:52,17,14,CBBV902,"Green P-31 Parliament St(surface lot, not garage)",10/17/2017 17:38,17,17,43.64955,-79.36169,10/17/2017 23:42,17,23
1831,CBBV903,"455 Sackville St, Toronto, ON M4X 1T3",10/17/2017 0:00,17,0,43.66764,-79.36607,10/17/2017 2:07,17,2,CBBV903,"24 Maher Ave, Toronto, ON M6P",10/17/2017 2:47,17,2,43.66272,-79.47857,10/17/2017 5:54,17,5
1832,CBBV903,"24 Maher Ave, Toronto, ON M6P",10/17/2017 2:47,17,2,43.66272,-79.47857,10/17/2017 5:54,17,5,CBBV903,Green P-363 Adelaide St W(no double parking),10/17/2017 6:54,17,6,43.6466,-79.39477,10/17/2017 8:55,17,8
1833,CBBV903,Green P-363 Adelaide St W(no double parking),10/17/2017 6:54,17,6,43.6466,-79.39477,10/17/2017 8:55,17,8,CBBV903,GreenP-1155 King st W(no double parking),10/17/2017 9:20,17,9,43.63778,-79.42401,10/17/2017 11:45,17,11
1834,CBBV903,GreenP-1155 King st W(no double parking),10/17/2017 9:20,17,9,43.63778,-79.42401,10/17/2017 11:45,17,11,CBBV903,The Garrison-169 Fort York BLVD (1 car/space only),10/17/2017 11:55,17,11,43.63779,-79.40155,10/17/2017 17:48,17,17
1835,CBBV903,The Garrison-169 Fort York BLVD (1 car/space only),10/17/2017 11:55,17,11,43.63779,-79.40155,10/17/2017 17:48,17,17,CBBV903,Green P-10 Portland St(No Double Parking),10/17/2017 19:04,17,19,43.64164,-79.39916,10/17/2017 19:04,17,19
1836,CBBV903,Green P-10 Portland St(No Double Parking),10/17/2017 19:04,17,19,43.64164,-79.39916,10/17/2017 19:04,17,19,CBBV903,"42 Cambrai Ave, East York, ON M4C 2P6",10/17/2017 20:00,17,20,43.69622,-79.30712,10/17/2017 23:57,17,23
1837,CBBV905,"1800 Bloor St W, Toronto, ON M6P 3K5",10/17/2017 0:00,17,0,43.65434,-79.46211,10/17/2017 7:29,17,7,CBBV905,"41 High Park Ave, Toronto, ON M6P 2R5",10/17/2017 7:40,17,7,43.65494,-79.46582,10/17/2017 18:38,17,18
1838,CBBV905,"41 High Park Ave, Toronto, ON M6P 2R5",10/17/2017 7:40,17,7,43.65494,-79.46582,10/17/2017 18:38,17,18,CBBV905,"1850 Bloor St W, Toronto, ON M6P 3K6",10/17/2017 18:54,17,18,43.65404,-79.4635,10/17/2017 23:52,17,23
1839,CBBV906,CVPA 96 Cosburn Ave (on street only),10/17/2017 11:30,17,11,43.68915,-79.35034,10/17/2017 12:21,17,12,CBBV906,Green P-35 Erindale Ave(no double parking),10/17/2017 13:26,17,13,43.67732,-79.35747,10/17/2017 13:31,17,13
1840,CBBV906,Green P-35 Erindale Ave(no double parking),10/17/2017 13:26,17,13,43.67732,-79.35747,10/17/2017 13:31,17,13,CBBV906,"58 Binswood Ave, Toronto, ON M4C",10/17/2017 13:52,17,13,43.6941,-79.32362,10/17/2017 20:05,17,20
1841,CBBV906,"58 Binswood Ave, Toronto, ON M4C",10/17/2017 13:52,17,13,43.6941,-79.32362,10/17/2017 20:05,17,20,CBBV906,"1625-1661 Danforth Ave, Toronto, ON M4C 1H7",10/17/2017 20:20,17,20,43.68358,-79.32224,10/17/2017 23:57,17,23
1842,CBBV909,"255 Kennedy Ave, Toronto, ON M6P 3C4",10/17/2017 0:00,17,0,43.65193,-79.47523,10/17/2017 10:39,17,10,CBBV909,"1980 Old Stock Yards Rd, Toronto, ON M6N",10/17/2017 12:26,17,12,43.67081,-79.47091,10/17/2017 19:49,17,19
1843,CBBV909,"1980 Old Stock Yards Rd, Toronto, ON M6N",10/17/2017 12:26,17,12,43.67081,-79.47091,10/17/2017 19:49,17,19,CBBV909,"130 Hilton Ave, Toronto, ON M5R 3E9",10/17/2017 20:25,17,20,43.68233,-79.41676,10/17/2017 23:57,17,23
1844,CBBV910,"45 Wanda Rd, Toronto, ON M6P 1C7",10/17/2017 0:00,17,0,43.6582,-79.45763,10/17/2017 18:38,17,18,CBBV910,"44 Wanda Rd, Toronto, ON M6P 1C6",10/17/2017 20:35,17,20,43.65825,-79.45746,10/17/2017 21:51,17,21
1845,CBBV910,"44 Wanda Rd, Toronto, ON M6P 1C6",10/17/2017 20:35,17,20,43.65825,-79.45746,10/17/2017 21:51,17,21,CBBV910,"44-46 Wanda Rd, Toronto, ON M6P 1C6",10/17/2017 22:11,17,22,43.65821,-79.45766,10/17/2017 22:36,17,22
1846,CBBV910,"44-46 Wanda Rd, Toronto, ON M6P 1C6",10/17/2017 22:11,17,22,43.65821,-79.45766,10/17/2017 22:36,17,22,CBBV910,"1770-1772 Bloor St W, Toronto, ON M6P",10/17/2017 22:47,17,22,43.65462,-79.46071,10/17/2017 23:57,17,23
1847,CBBV912,"32 Larch St, Toronto, ON M5T 3J6",10/17/2017 0:00,17,0,43.65271,-79.39686,10/17/2017 9:00,17,9,CBBV912,Green P-20 St. Andrew St(no double parking),10/17/2017 10:19,17,10,43.6543,-79.40008,10/17/2017 15:42,17,15
1848,CBBV912,Green P-20 St. Andrew St(no double parking),10/17/2017 10:19,17,10,43.6543,-79.40008,10/17/2017 15:42,17,15,CBBV912,Green P-15 Wellesley St. e(No Double Parking),10/17/2017 16:33,17,16,43.66484,-79.38359,10/17/2017 16:53,17,16
1849,CBBV912,Green P-15 Wellesley St. e(No Double Parking),10/17/2017 16:33,17,16,43.66484,-79.38359,10/17/2017 16:53,17,16,CBBV912,"222 Cherry St, Toronto, ON M5A 3L2",10/17/2017 17:38,17,17,43.64368,-79.35181,10/17/2017 18:18,17,18
1850,CBBV912,"222 Cherry St, Toronto, ON M5A 3L2",10/17/2017 17:38,17,17,43.64368,-79.35181,10/17/2017 18:18,17,18,CBBV912,"20 A Charles St E, Toronto, ON M4Y 1T1",10/17/2017 19:14,17,19,43.66894,-79.3852,10/17/2017 19:24,17,19
1851,CBBV912,"20 A Charles St E, Toronto, ON M4Y 1T1",10/17/2017 19:14,17,19,43.66894,-79.3852,10/17/2017 19:24,17,19,CBBV912,"518 Eastern Ave, Toronto, ON M4M 1C7",10/17/2017 20:45,17,20,43.65826,-79.33975,10/17/2017 23:02,17,23
1852,CBBV912,"518 Eastern Ave, Toronto, ON M4M 1C7",10/17/2017 20:45,17,20,43.65826,-79.33975,10/17/2017 23:02,17,23,CBBV912,"1238-1240 Queen St E, Toronto, ON M4L 1C3",10/17/2017 23:12,17,23,43.66342,-79.3296,10/17/2017 23:57,17,23
1853,CBBV913,"15 Powerhouse St, Toronto, ON M6H 4K7",10/17/2017 0:00,17,0,43.66978,-79.44878,10/17/2017 6:39,17,6,CBBV913,"CVPA - 49 Geary Ave(on street, 3 cars only)",10/17/2017 6:59,17,6,43.67093,-79.43184,10/17/2017 19:49,17,19
1854,CBBV915,"1361 Davenport Rd, Toronto, ON M6H 2H5",10/17/2017 0:00,17,0,43.67312,-79.44011,10/17/2017 10:24,17,10,CBBV915,"Bagpipe Lane, Toronto, ON M5S 1Y4",10/17/2017 11:30,17,11,43.66519,-79.40902,10/17/2017 15:27,17,15
1855,CBBV915,"Bagpipe Lane, Toronto, ON M5S 1Y4",10/17/2017 11:30,17,11,43.66519,-79.40902,10/17/2017 15:27,17,15,CBBV915,Green P-35 Bellevue Ave(no double parking),10/17/2017 15:57,17,15,43.65418,-79.40318,10/17/2017 16:43,17,16
1856,CBBV915,Green P-35 Bellevue Ave(no double parking),10/17/2017 15:57,17,15,43.65418,-79.40318,10/17/2017 16:43,17,16,CBBV915,"494 Palmerston Blvd, Toronto, ON M6G 2P3",10/17/2017 17:03,17,17,43.66239,-79.41281,10/17/2017 19:14,17,19
1857,CBBV915,"494 Palmerston Blvd, Toronto, ON M6G 2P3",10/17/2017 17:03,17,17,43.66239,-79.41281,10/17/2017 19:14,17,19,CBBV915,"90 Shank St, Toronto, ON M6K 1E6",10/17/2017 19:49,17,19,43.64223,-79.41575,10/17/2017 21:41,17,21
1858,CBBV915,"90 Shank St, Toronto, ON M6K 1E6",10/17/2017 19:49,17,19,43.64223,-79.41575,10/17/2017 21:41,17,21,CBBV915,"1034 Queen St W, Toronto, ON M6J 1H7",10/17/2017 21:46,17,21,43.64396,-79.42031,10/17/2017 23:57,17,23
1859,CBBV916,"10 Old Stock Yards Rd, Toronto, ON M6N",10/17/2017 0:00,17,0,43.67054,-79.47089,10/17/2017 20:51,17,20,CBBV916,"CVPA - 49 Geary Ave(on street, 3 cars only)",10/17/2017 21:06,17,21,43.67093,-79.43184,10/17/2017 23:57,17,23
1860,CBBV920,"5 Bristol Ave, Toronto, ON M6H 3J8",10/17/2017 0:00,17,0,43.66996,-79.43811,10/17/2017 11:04,17,11,CBBV920,"200c Geary Ave, Toronto, ON M6H 2B9",10/17/2017 23:07,17,23,43.66978,-79.43788,10/17/2017 23:57,17,23
1861,CBBV921,"703 Winona Dr, York, ON M6C 3W1",10/17/2017 0:46,17,0,43.69739,-79.43875,10/17/2017 10:44,17,10,CBBV921,"9 Pacific Ave, Toronto, ON M6P",10/17/2017 11:45,17,11,43.65416,-79.46375,10/17/2017 18:33,17,18
1862,CBBV921,"9 Pacific Ave, Toronto, ON M6P",10/17/2017 11:45,17,11,43.65416,-79.46375,10/17/2017 18:33,17,18,CBBV921,"1850 Bloor St W, Toronto, ON M6P 3K6",10/17/2017 18:49,17,18,43.65408,-79.46322,10/17/2017 23:57,17,23
1863,CBBV923,"2425-2433 Bloor St W, Toronto, ON M6S 1P9",10/17/2017 0:00,17,0,43.64936,-79.4839,10/17/2017 17:43,17,17,CBBV923,"108 Mayfield Ave, Toronto, ON M6S 1K8",10/17/2017 19:24,17,19,43.64737,-79.4842,10/17/2017 23:57,17,23
1864,CBBV925,"18-26 Gifford St, Toronto, ON M5A 3J1",10/17/2017 0:00,17,0,43.6633,-79.36338,10/17/2017 8:25,17,8,CBBV925,Where I Park-480 Adelaide St W(3 rsvd spaces),10/17/2017 8:45,17,8,43.64599,-79.39985,10/17/2017 10:39,17,10
1865,CBBV925,Where I Park-480 Adelaide St W(3 rsvd spaces),10/17/2017 8:45,17,8,43.64599,-79.39985,10/17/2017 10:39,17,10,CBBV925,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/17/2017 11:04,17,11,43.64066,-79.39461,10/17/2017 12:11,17,12
1866,CBBV926,"CVPA - 1094 Davenport Rd(on street, 3 cars only)",10/17/2017 0:00,17,0,43.67478,-79.42994,10/17/2017 10:34,17,10,CBBV926,"2-4 Kirknewton Rd, York, ON M6E 3Y1",10/17/2017 10:59,17,10,43.69131,-79.45073,10/17/2017 21:06,17,21
1867,CBBV926,"2-4 Kirknewton Rd, York, ON M6E 3Y1",10/17/2017 10:59,17,10,43.69131,-79.45073,10/17/2017 21:06,17,21,CBBV926,"117 Northern Dancer Blvd, Toronto, ON M4L 3Z8",10/17/2017 22:01,17,22,43.66707,-79.31119,10/17/2017 22:26,17,22
1868,CBBV926,"117 Northern Dancer Blvd, Toronto, ON M4L 3Z8",10/17/2017 22:01,17,22,43.66707,-79.31119,10/17/2017 22:26,17,22,CBBV926,"1575-1581 Queen St E, Toronto, ON M4L 1E7",10/17/2017 22:47,17,22,43.66603,-79.31774,10/17/2017 23:52,17,23
1869,CBBV928,"410-412 Wellesley St E, Toronto, ON M4X 1H6",10/17/2017 0:00,17,0,43.66912,-79.3652,10/17/2017 12:00,17,12,CBBV928,"174 Dovercourt Rd, Toronto, ON M6J 3C4",10/17/2017 13:06,17,13,43.64579,-79.42333,10/17/2017 13:31,17,13
1870,CBBV928,"174 Dovercourt Rd, Toronto, ON M6J 3C4",10/17/2017 13:06,17,13,43.64579,-79.42333,10/17/2017 13:31,17,13,CBBV928,Where I Park-1941 Yonge St(surface lot),10/17/2017 14:12,17,14,43.69895,-79.39653,10/17/2017 14:17,17,14
1871,CBBV928,Where I Park-1941 Yonge St(surface lot),10/17/2017 14:12,17,14,43.69895,-79.39653,10/17/2017 14:17,17,14,CBBV928,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/17/2017 19:29,17,19,43.64066,-79.39461,10/17/2017 22:31,17,22
1872,CBBV928,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/17/2017 19:29,17,19,43.64066,-79.39461,10/17/2017 22:31,17,22,CBBV928,"35 High Park Ave, Toronto, ON M6P 2R6",10/17/2017 22:57,17,22,43.65464,-79.46568,10/17/2017 23:57,17,23
1873,CBBV932,"523 Craven Rd, Toronto, ON M4L 2Z6",10/17/2017 0:00,17,0,43.67307,-79.32146,10/17/2017 9:10,17,9,CBBV932,Green P-25 Dundas St E(no double parking),10/17/2017 9:58,17,9,43.656,-79.37993,10/17/2017 15:47,17,15
1874,CBBV932,Green P-25 Dundas St E(no double parking),10/17/2017 9:58,17,9,43.656,-79.37993,10/17/2017 15:47,17,15,CBBV932,"190 Dunn Ave, Toronto, ON M6K 2R9",10/17/2017 17:23,17,17,43.63846,-79.43356,10/17/2017 17:58,17,17
1875,CBBV932,"190 Dunn Ave, Toronto, ON M6K 2R9",10/17/2017 17:23,17,17,43.63846,-79.43356,10/17/2017 17:58,17,17,CBBV932,"17 Earnbridge St, Toronto, ON M6K 1N2",10/17/2017 18:49,17,18,43.64331,-79.43231,10/17/2017 21:16,17,21
1876,CBBV934,"19 Byron Ave, Toronto, ON M4J 3T7",10/17/2017 14:47,17,14,43.68041,-79.33514,10/17/2017 18:59,17,18,CBBV934,"1502-1504 Danforth Ave, Toronto, ON M4J 1N4",10/17/2017 19:14,17,19,43.68302,-79.32535,10/17/2017 23:57,17,23
1877,CBBV935,"1800 Bloor St W, Toronto, ON M6P 3K5",10/17/2017 0:00,17,0,43.65433,-79.462,10/17/2017 7:14,17,7,CBBV935,"108 Pacific Ave, Toronto, ON M6P 2P3",10/17/2017 7:19,17,7,43.65571,-79.46451,10/17/2017 13:31,17,13
1878,CBBV935,"108 Pacific Ave, Toronto, ON M6P 2P3",10/17/2017 7:19,17,7,43.65571,-79.46451,10/17/2017 13:31,17,13,CBBV935,"29-43 Oakmount Rd, Toronto, ON M6P",10/17/2017 14:07,17,14,43.65593,-79.46302,10/17/2017 18:28,17,18
1879,CBBV935,"29-43 Oakmount Rd, Toronto, ON M6P",10/17/2017 14:07,17,14,43.65593,-79.46302,10/17/2017 18:28,17,18,CBBV935,"1870b Bloor St W, Toronto, ON M6P 3K7",10/17/2017 18:38,17,18,43.65384,-79.46439,10/17/2017 18:38,17,18
1880,CBBV935,"1870b Bloor St W, Toronto, ON M6P 3K7",10/17/2017 18:38,17,18,43.65384,-79.46439,10/17/2017 18:38,17,18,CBBV935,"1680-1688 Dundas St W, Toronto, ON M6K 1V3",10/17/2017 23:47,17,23,43.65012,-79.43806,10/17/2017 23:57,17,23
1881,CBBV936,Green P-37 Yorkville Ave (garage),10/17/2017 11:25,17,11,43.67129,-79.38933,10/17/2017 17:33,17,17,CBBV936,"200 Seaton St, Toronto, ON M5A 2T5",10/17/2017 17:53,17,17,43.65961,-79.36993,10/17/2017 19:44,17,19
1882,CBBV936,"200 Seaton St, Toronto, ON M5A 2T5",10/17/2017 17:53,17,17,43.65961,-79.36993,10/17/2017 19:44,17,19,CBBV936,"27-29 Bater Ave, East York, ON M4K 2C5",10/17/2017 20:15,17,20,43.68675,-79.35417,10/17/2017 23:47,17,23
1883,CBBV936,"27-29 Bater Ave, East York, ON M4K 2C5",10/17/2017 20:15,17,20,43.68675,-79.35417,10/17/2017 23:47,17,23,CBBV936,Green P-35 Erindale Ave(no double parking),10/17/2017 23:57,17,23,43.67732,-79.35747,10/17/2017 23:57,17,23
1884,CBBV937,"884 Cedarvale Ave, East York, ON M4C 2W3",10/17/2017 0:00,17,0,43.69629,-79.3154,10/17/2017 6:09,17,6,CBBV937,"16 B Leslie St, Toronto, ON M4M 3C1",10/17/2017 6:59,17,6,43.65735,-79.32773,10/17/2017 12:16,17,12
1885,CBBV937,"16 B Leslie St, Toronto, ON M4M 3C1",10/17/2017 6:59,17,6,43.65735,-79.32773,10/17/2017 12:16,17,12,CBBV937,"20 Leslie St, Toronto, ON M4M 3H9",10/17/2017 13:16,17,13,43.65967,-79.32952,10/17/2017 14:42,17,14
1886,CBBV937,"20 Leslie St, Toronto, ON M4M 3H9",10/17/2017 13:16,17,13,43.65967,-79.32952,10/17/2017 14:42,17,14,CBBV937,"Palace St, Toronto, ON M5A 1H7",10/17/2017 15:02,17,15,43.65392,-79.35543,10/17/2017 22:06,17,22
1887,CBBV937,"Palace St, Toronto, ON M5A 1H7",10/17/2017 15:02,17,15,43.65392,-79.35543,10/17/2017 22:06,17,22,CBBV937,"18 Boulton Ave, Toronto, ON M4M 2J3",10/17/2017 22:26,17,22,43.66022,-79.34702,10/17/2017 23:57,17,23
1888,CBBV938,"637 Ossington Ave, Toronto, ON M6G 3T6",10/17/2017 0:00,17,0,43.65962,-79.42467,10/17/2017 5:43,17,5,CBBV938,"115-117 Perth Ave, Toronto, ON M6P 3X2",10/17/2017 6:09,17,6,43.65795,-79.44927,10/17/2017 11:40,17,11
1889,CBBV938,"115-117 Perth Ave, Toronto, ON M6P 3X2",10/17/2017 6:09,17,6,43.65795,-79.44927,10/17/2017 11:40,17,11,CBBV938,"133 Norway Ave, Toronto, ON M4L",10/17/2017 12:21,17,12,43.67468,-79.30042,10/17/2017 22:16,17,22
1890,CBBV938,"133 Norway Ave, Toronto, ON M4L",10/17/2017 12:21,17,12,43.67468,-79.30042,10/17/2017 22:16,17,22,CBBV938,"1749 Queen St E, Toronto, ON M4L 3Y4",10/17/2017 22:26,17,22,43.66777,-79.31008,10/17/2017 23:57,17,23
1891,CBBV940,"25 Greenwood Ave, Toronto, ON M4L 2P5",10/17/2017 0:00,17,0,43.66566,-79.32576,10/17/2017 14:12,17,14,CBBV940,"158 Sumach St, Toronto, ON M5A 3M4",10/17/2017 15:32,17,15,43.65982,-79.36013,10/17/2017 20:10,17,20
1892,CBBV940,"158 Sumach St, Toronto, ON M5A 3M4",10/17/2017 15:32,17,15,43.65982,-79.36013,10/17/2017 20:10,17,20,CBBV940,"43 W Lynn Ave, Toronto, ON M4C 3V9",10/17/2017 20:51,17,20,43.6826,-79.31558,10/17/2017 21:51,17,21
1893,CBBV940,"43 W Lynn Ave, Toronto, ON M4C 3V9",10/17/2017 20:51,17,20,43.6826,-79.31558,10/17/2017 21:51,17,21,CBBV940,"1951-1983 Danforth Ave, Toronto, ON M4C 1J4",10/17/2017 21:56,17,21,43.68501,-79.3157,10/17/2017 23:57,17,23
1894,CBBV942,Green P-800 Fleet St(No Double Parking),10/17/2017 0:00,17,0,43.63691,-79.40972,10/17/2017 8:50,17,8,CBBV942,Green P-25 Dundas St E(no double parking),10/17/2017 9:36,17,9,43.656,-79.37993,10/17/2017 13:11,17,13
1895,CBBV942,Green P-25 Dundas St E(no double parking),10/17/2017 9:36,17,9,43.656,-79.37993,10/17/2017 13:11,17,13,CBBV942,"63 R Charles St W, Toronto, ON M5S 1K5",10/17/2017 14:07,17,14,43.66743,-79.3897,10/17/2017 16:58,17,16
1896,CBBV942,"63 R Charles St W, Toronto, ON M5S 1K5",10/17/2017 14:07,17,14,43.66743,-79.3897,10/17/2017 16:58,17,16,CBBV942,"80-88 St Nicholas St, Toronto, ON M4Y 1W8",10/17/2017 17:58,17,17,43.66819,-79.38703,10/17/2017 19:19,17,19
1897,CBBV942,"80-88 St Nicholas St, Toronto, ON M4Y 1W8",10/17/2017 17:58,17,17,43.66819,-79.38703,10/17/2017 19:19,17,19,CBBV942,"121 Hannaford St, Toronto, ON M4E 3G9",10/17/2017 20:00,17,20,43.68464,-79.29308,10/17/2017 23:17,17,23
1898,CBBV944,"1366 Queen St W, Toronto, ON M6K 1L7",10/17/2017 0:00,17,0,43.64141,-79.43297,10/17/2017 7:34,17,7,CBBV944,"200-212 Cowan Ave, Toronto, ON M6K",10/17/2017 7:40,17,7,43.63998,-79.43256,10/17/2017 15:17,17,15
1899,CBBV944,"200-212 Cowan Ave, Toronto, ON M6K",10/17/2017 7:40,17,7,43.63998,-79.43256,10/17/2017 15:17,17,15,CBBV944,"64-70 Jefferson Ave, Toronto, ON M6K",10/17/2017 15:42,17,15,43.63755,-79.42155,10/17/2017 16:48,17,16
1900,CBBV944,"64-70 Jefferson Ave, Toronto, ON M6K",10/17/2017 15:42,17,15,43.63755,-79.42155,10/17/2017 16:48,17,16,CBBV944,Green P-363 Adelaide St W(no double parking),10/17/2017 17:18,17,17,43.6466,-79.39477,10/17/2017 18:33,17,18
1901,CBBV944,Green P-363 Adelaide St W(no double parking),10/17/2017 17:18,17,17,43.6466,-79.39477,10/17/2017 18:33,17,18,CBBV944,"6 Fennings St, Toronto, ON M6J 3B8",10/17/2017 19:19,17,19,43.64423,-79.42141,10/17/2017 19:24,17,19
1902,CBBV944,"6 Fennings St, Toronto, ON M6J 3B8",10/17/2017 19:19,17,19,43.64423,-79.42141,10/17/2017 19:24,17,19,CBBV944,"485 Shuter St, Toronto, ON M5A",10/17/2017 20:00,17,20,43.65836,-79.35938,10/17/2017 20:05,17,20
1903,CBBV944,"485 Shuter St, Toronto, ON M5A",10/17/2017 20:00,17,20,43.65836,-79.35938,10/17/2017 20:05,17,20,CBBV944,"1328 Dundas St E, Toronto, ON M4M 1S6",10/17/2017 20:25,17,20,43.66588,-79.33738,10/17/2017 23:22,17,23
1904,CBBV944,"1328 Dundas St E, Toronto, ON M4M 1S6",10/17/2017 20:25,17,20,43.66588,-79.33738,10/17/2017 23:22,17,23,CBBV944,"1275-1285 Queen St E, Toronto, ON M4L 1C2",10/17/2017 23:27,17,23,43.66356,-79.32883,10/17/2017 23:52,17,23
1905,CBBV945,"320-378 Roncesvalles Ave, Toronto, ON M6R",10/17/2017 0:10,17,0,43.65009,-79.45056,10/17/2017 3:43,17,3,CBBV945,CVPA-134 Sterling Rd (on street only),10/17/2017 3:53,17,3,43.65438,-79.44479,10/17/2017 10:34,17,10
1906,CBBV945,CVPA-134 Sterling Rd (on street only),10/17/2017 3:53,17,3,43.65438,-79.44479,10/17/2017 10:34,17,10,CBBV945,"1 Stonehouse Crescent, Toronto, ON M6J 1T4",10/17/2017 13:06,17,13,43.6477,-79.42938,10/17/2017 13:06,17,13
1907,CBBV945,"1 Stonehouse Crescent, Toronto, ON M6J 1T4",10/17/2017 13:06,17,13,43.6477,-79.42938,10/17/2017 13:06,17,13,CBBV945,GreenP-1155 King st W(no double parking),10/17/2017 13:26,17,13,43.63778,-79.42401,10/17/2017 14:02,17,14
1908,CBBV945,GreenP-1155 King st W(no double parking),10/17/2017 13:26,17,13,43.63778,-79.42401,10/17/2017 14:02,17,14,CBBV945,"101-125 Sudbury St, Toronto, ON M6J",10/17/2017 14:52,17,14,43.64134,-79.4244,10/17/2017 16:02,17,16
1909,CBBV945,"101-125 Sudbury St, Toronto, ON M6J",10/17/2017 14:52,17,14,43.64134,-79.4244,10/17/2017 16:02,17,16,CBBV945,"79 Kensington Ave, Toronto, ON M5T",10/17/2017 16:53,17,16,43.655,-79.40022,10/17/2017 22:47,17,22
1910,CBBV947,"99 Mulock Ave, Toronto, ON M6N 3C5",10/17/2017 0:00,17,0,43.67039,-79.4654,10/17/2017 21:11,17,21,CBBV947,"314-320 Roncesvalles Ave, Toronto, ON M6R",10/17/2017 21:36,17,21,43.65004,-79.4506,10/17/2017 23:57,17,23
1911,CBBV948,"1070 Queen St W, Toronto, ON M6J 1H8",10/17/2017 0:00,17,0,43.64374,-79.42142,10/17/2017 6:04,17,6,CBBV948,"2 Thelma Ave, Toronto, ON M4V 1X9",10/17/2017 6:29,17,6,43.68972,-79.4126,10/17/2017 23:57,17,23
1912,CBBV948,"2 Thelma Ave, Toronto, ON M4V 1X9",10/17/2017 6:29,17,6,43.68972,-79.4126,10/17/2017 23:57,17,23,CBBV948,"469-475 Heath St E, East York, ON M4G 1B7",10/17/2017 10:19,17,10,43.69554,-79.37,10/17/2017 10:49,17,10
1913,CBBV948,"469-475 Heath St E, East York, ON M4G 1B7",10/17/2017 10:19,17,10,43.69554,-79.37,10/17/2017 10:49,17,10,CBBV948,"21 Maxwell Ave, Toronto, ON M5P 2B4",10/17/2017 12:05,17,12,43.70477,-79.40118,10/17/2017 12:31,17,12
1914,CBBV948,"21 Maxwell Ave, Toronto, ON M5P 2B4",10/17/2017 12:05,17,12,43.70477,-79.40118,10/17/2017 12:31,17,12,CBBV948,Green P-20 St. Andrew St(no double parking),10/17/2017 13:16,17,13,43.6543,-79.40008,10/17/2017 14:12,17,14
1915,CBBV948,Green P-20 St. Andrew St(no double parking),10/17/2017 13:16,17,13,43.6543,-79.40008,10/17/2017 14:12,17,14,CBBV948,"2b Croydon Rd, York, ON M6C 1S7",10/17/2017 14:42,17,14,43.6931,-79.42329,10/17/2017 17:38,17,17
1916,CBBV948,"2b Croydon Rd, York, ON M6C 1S7",10/17/2017 14:42,17,14,43.6931,-79.42329,10/17/2017 17:38,17,17,CBBV948,"453 Spadina Rd, Toronto, ON M5P 1N5",10/17/2017 17:48,17,17,43.68962,-79.41275,10/17/2017 19:34,17,19
1917,CBBV950,"122 Glencrest Blvd, East York, ON M4B 1L8",10/17/2017 0:00,17,0,43.70811,-79.29632,10/17/2017 8:30,17,8,CBBV950,On street-18 Emily St(extra parking in garage),10/17/2017 9:25,17,9,43.64659,-79.38511,10/17/2017 16:43,17,16
1918,CBBV950,On street-18 Emily St(extra parking in garage),10/17/2017 9:25,17,9,43.64659,-79.38511,10/17/2017 16:43,17,16,CBBV950,"50 Simpson Ave, Toronto, ON M4K 1A2",10/17/2017 17:18,17,17,43.6668,-79.35051,10/17/2017 17:23,17,17
1919,CBBV950,"50 Simpson Ave, Toronto, ON M4K 1A2",10/17/2017 17:18,17,17,43.6668,-79.35051,10/17/2017 17:23,17,17,CBBV950,Green P-121 St Patrick St(No Double Parking),10/17/2017 18:08,17,18,43.65369,-79.38936,10/17/2017 18:23,17,18
1920,CBBV950,Green P-121 St Patrick St(No Double Parking),10/17/2017 18:08,17,18,43.65369,-79.38936,10/17/2017 18:23,17,18,CBBV950,"381-383 Sunnyside Ave, Toronto, ON M6R 2R9",10/17/2017 19:09,17,19,43.64974,-79.45279,10/17/2017 19:14,17,19
